   6.1030165292075999E-18   0.0000000000000000E+00   5.1217420130558434E-18
   0.0000000000000000E+00   6.1187660592221668E-18   0.0000000000000000E+00
   1.1445425547473215E-17   0.0000000000000000E+00   1.3494464012570950E-18
   0.0000000000000000E+00   4.9645348072618242E-18   0.0000000000000000E+00
   2.7684062477038511E-17   0.0000000000000000E+00   6.9537726308444579E-17
   0.0000000000000000E+00   4.5275165006847629E-16   0.0000000000000000E+00
   2.3673460732748204E-15   0.0000000000000000E+00   1.2111004597713113E-14
   0.0000000000000000E+00   5.9420174165440636E-14   0.0000000000000000E+00
   2.7990585701873412E-13   0.0000000000000000E+00   1.2657763006801710E-12
   0.0000000000000000E+00   5.4949796854496732E-12   0.0000000000000000E+00
   2.2900087343113289E-11   0.0000000000000000E+00   9.1615693396711845E-11
   0.0000000000000000E+00   3.5185461177115023E-10   0.0000000000000000E+00
   1.2972280654827561E-09   0.0000000000000000E+00   4.5912211692865545E-09
   0.0000000000000000E+00   1.5599036564947627E-08   0.0000000000000000E+00
   5.0877275780195481E-08   0.0000000000000000E+00   1.5929609346262366E-07
   0.0000000000000000E+00   4.7878459286874260E-07   0.0000000000000000E+00
   1.3814252021109475E-06   0.0000000000000000E+00   3.8261762659962603E-06
   0.0000000000000000E+00   1.0173045288946617E-05   0.0000000000000000E+00
   2.5964691287701701E-05   0.0000000000000000E+00   6.3614925717285926E-05
   0.0000000000000000E+00   1.4961520340286556E-04   0.0000000000000000E+00
   3.3777698213185715E-04   0.0000000000000000E+00   7.3201219371455632E-04
   0.0000000000000000E+00   1.5227769404110767E-03   0.0000000000000000E+00
   3.0407386385389126E-03   0.0000000000000000E+00   5.8282884925287071E-03
   0.0000000000000000E+00   1.0722980389294604E-02   0.0000000000000000E+00
   1.8936285045649971E-02   0.0000000000000000E+00   3.2097406114244165E-02
   0.0000000000000000E+00   5.2219293457700759E-02   0.0000000000000000E+00
   8.1539401900745850E-02   0.0000000000000000E+00   1.2219974047580850E-01
   0.0000000000000000E+00   1.7576581734852084E-01   0.0000000000000000E+00
   2.4264129438365831E-01   0.0000000000000000E+00   3.2150133690223487E-01
   0.0000000000000000E+00   4.0891665405545330E-01   0.0000000000000000E+00
   4.9934073514927740E-01   0.0000000000000000E+00   5.8556518251312395E-01
   0.0000000000000000E+00   6.5962282424166063E-01   0.0000000000000000E+00
   7.1397998116919303E-01   0.0000000000000000E+00   7.4276502248282494E-01
   0.0000000000000000E+00   7.4276502248282494E-01   0.0000000000000000E+00
   7.1397998116919292E-01   0.0000000000000000E+00   6.5962282424166063E-01
   0.0000000000000000E+00   5.8556518251312395E-01   0.0000000000000000E+00
   4.9934073514927746E-01   0.0000000000000000E+00   4.0891665405545347E-01
   0.0000000000000000E+00   3.2150133690223498E-01   0.0000000000000000E+00
   2.4264129438365850E-01   0.0000000000000000E+00   1.7576581734852101E-01
   0.0000000000000000E+00   1.2219974047580864E-01   0.0000000000000000E+00
   8.1539401900745948E-02   0.0000000000000000E+00   5.2219293457700815E-02
   0.0000000000000000E+00   3.2097406114244241E-02   0.0000000000000000E+00
   1.8936285045649991E-02   0.0000000000000000E+00   1.0722980389294624E-02
   0.0000000000000000E+00   5.8282884925287114E-03   0.0000000000000000E+00
   3.0407386385389035E-03   0.0000000000000000E+00   1.5227769404110810E-03
   0.0000000000000000E+00   7.3201219371454840E-04   0.0000000000000000E+00
   3.3777698213184203E-04   0.0000000000000000E+00   1.4961520340287982E-04
   0.0000000000000000E+00   6.3614925717277876E-05   0.0000000000000000E+00
   2.5964691287719820E-05   0.0000000000000000E+00   1.0173045288942736E-05
   0.0000000000000000E+00   3.8261762659789809E-06   0.0000000000000000E+00
   1.3814252020918067E-06   0.0000000000000000E+00   4.7878459288644305E-07
   0.0000000000000000E+00   1.5929609349120427E-07   0.0000000000000000E+00
   5.0877275750391204E-08   0.0000000000000000E+00   1.5599036592059898E-08
   0.0000000000000000E+00   4.5912211543762319E-09   0.0000000000000000E+00
   1.2972280736644126E-09   0.0000000000000000E+00   3.5185459940528371E-10
   0.0000000000000000E+00   9.1615699044444306E-11   0.0000000000000000E+00
   2.2900089711227839E-11   0.0000000000000000E+00   5.4949785729904496E-12
   0.0000000000000000E+00   1.2657733394137424E-12   0.0000000000000000E+00
   2.7990603813051565E-13   0.0000000000000000E+00   5.9421697553432794E-14
